k, i, matches, time
3, 1, 5, 3112
3, 1, 7, 1842
3, 1, 4, 2387
3, 1, 6, 1969
3, 1, 5, 2049
3, 1, 6, 1948
3, 1, 6, 1868
3, 1, 5, 2079
3, 1, 5, 2101
3, 1, 4, 2094
3, 1, 5, 2182
3, 1, 6, 1879
3, 1, 5, 1981
3, 1, 6, 1694
3, 1, 6, 1737
3, 1, 6, 1764
3, 1, 4, 2286
3, 1, 4, 2243
3, 1, 3, 2420
3, 1, 5, 1885
3, 1, 6, 1861
3, 1, 4, 2082
3, 1, 6, 1774
3, 1, 5, 2028
3, 1, 6, 1719
3, 1, 4, 2191
3, 1, 4, 2123
3, 1, 4, 2181
3, 1, 4, 2123
3, 1, 5, 1872
3, 1, 7, 1795
3, 1, 4, 2215
3, 1, 6, 1859
3, 1, 4, 2000
3, 1, 6, 1664
3, 1, 6, 1788
3, 1, 5, 1933
3, 1, 5, 1837
3, 1, 6, 1734
3, 1, 5, 1992
3, 1, 6, 1727
3, 1, 5, 2016
3, 1, 5, 1990
3, 1, 5, 1915
3, 1, 3, 2358
3, 1, 5, 1931
3, 1, 5, 1860
3, 1, 6, 1713
3, 1, 5, 1942
3, 1, 4, 2297
3, 1, 6, 1757
3, 1, 5, 1818
3, 1, 6, 1697
3, 1, 5, 1979
3, 1, 5, 2035
3, 1, 5, 1942
3, 1, 3, 2252
3, 1, 4, 2059
3, 1, 5, 1856
3, 1, 5, 1887
3, 1, 6, 1667
3, 1, 4, 2071
3, 1, 6, 2186
3, 1, 4, 5117
3, 1, 3, 2255
3, 1, 5, 1849
3, 1, 3, 2217
3, 1, 4, 1995
3, 1, 5, 1884
3, 1, 3, 2260
3, 1, 4, 2127
3, 1, 4, 2005
3, 1, 6, 1651
3, 1, 6, 1674
3, 1, 6, 1736
3, 1, 4, 5306
3, 1, 4, 2125
3, 1, 4, 2047
3, 1, 5, 2013
3, 1, 4, 2137
3, 1, 5, 1852
3, 1, 5, 2149
3, 1, 5, 1844
3, 1, 5, 1906
3, 1, 5, 1874
3, 1, 6, 1860
3, 1, 4, 2195
3, 1, 5, 1918
3, 1, 4, 2190
3, 1, 4, 1995
3, 1, 6, 1793
3, 1, 4, 2203
3, 1, 5, 1929
3, 1, 6, 1820
3, 1, 4, 2186
3, 1, 6, 1709
3, 1, 5, 1867
3, 1, 4, 1993
3, 1, 6, 1651
3, 1, 4, 2118
3, 2, 7, 13194
3, 2, 7, 3606
3, 2, 6, 4660
3, 2, 5, 4377
3, 2, 6, 3691
3, 2, 7, 3377
3, 2, 7, 4186
3, 2, 7, 4493
3, 2, 7, 3927
3, 2, 6, 4343
3, 2, 7, 3580
3, 2, 6, 3836
3, 2, 6, 3826
3, 2, 6, 3735
3, 2, 6, 4127
3, 2, 7, 2846
3, 2, 7, 4177
3, 2, 7, 3375
3, 2, 7, 3783
3, 2, 7, 3537
3, 2, 6, 17661
3, 2, 7, 3747
3, 2, 5, 4478
3, 2, 7, 2707
3, 2, 7, 3591
3, 2, 6, 4115
3, 2, 7, 2884
3, 2, 7, 8521
3, 2, 7, 3622
3, 2, 7, 2417
3, 2, 7, 2898
3, 2, 6, 3992
3, 2, 6, 5389
3, 2, 7, 3438
3, 2, 6, 4399
3, 2, 7, 3033
3, 2, 6, 3978
3, 2, 7, 3220
3, 2, 6, 3360
3, 2, 6, 3903
3, 2, 6, 3738
3, 2, 6, 5027
3, 2, 7, 3969
3, 2, 6, 5651
3, 2, 7, 3954
3, 2, 7, 4667
3, 2, 6, 3460
3, 2, 6, 4127
3, 2, 6, 3441
3, 2, 6, 4139
3, 2, 6, 3498
3, 2, 6, 3804
3, 2, 5, 3332
3, 2, 7, 3458
3, 2, 7, 2537
3, 2, 7, 7049
3, 2, 6, 3853
3, 2, 6, 3919
3, 2, 7, 3272
3, 2, 7, 3561
3, 2, 7, 3724
3, 2, 7, 3457
3, 2, 7, 3863
3, 2, 7, 2460
3, 2, 7, 3774
3, 2, 7, 3084
3, 2, 7, 3198
3, 2, 7, 2646
3, 2, 6, 3566
3, 2, 7, 4580
3, 2, 6, 3806
3, 2, 5, 4672
3, 2, 6, 3738
3, 2, 6, 2808
3, 2, 7, 2729
3, 2, 7, 2912
3, 2, 7, 2655
3, 2, 6, 3915
3, 2, 6, 3242
3, 2, 6, 3514
3, 2, 5, 5134
3, 2, 6, 4806
3, 2, 7, 2450
3, 2, 7, 3078
3, 2, 7, 3509
3, 2, 6, 3917
3, 2, 7, 3091
3, 2, 7, 3368
3, 2, 6, 3837
3, 2, 7, 2849
3, 2, 7, 3389
3, 2, 6, 6370
3, 2, 6, 4502
3, 2, 6, 4101
3, 2, 6, 3790
3, 2, 6, 3377
3, 2, 7, 3628
3, 2, 6, 3884
3, 2, 7, 3704
3, 2, 7, 2736
3, 3, 7, 5912
3, 3, 7, 5439
3, 3, 7, 5898
3, 3, 7, 5372
3, 3, 7, 4282
3, 3, 7, 4988
3, 3, 7, 5893
3, 3, 7, 5311
3, 3, 7, 7641
3, 3, 7, 6016
3, 3, 7, 5221
3, 3, 7, 5393
3, 3, 7, 4842
3, 3, 7, 4372
3, 3, 6, 5908
3, 3, 7, 5164
3, 3, 7, 5017
3, 3, 7, 4407
3, 3, 7, 4435
3, 3, 7, 4761
3, 3, 7, 4892
3, 3, 7, 4282
3, 3, 6, 5667
3, 3, 7, 5046
3, 3, 7, 10376
3, 3, 6, 5471
3, 3, 7, 5214
3, 3, 7, 4705
3, 3, 7, 4499
3, 3, 7, 3965
3, 3, 7, 4889
3, 3, 6, 5495
3, 3, 7, 4379
3, 3, 7, 4690
3, 3, 7, 4752
3, 3, 7, 4471
3, 3, 6, 5709
3, 3, 7, 5106
3, 3, 7, 5603
3, 3, 6, 5099
3, 3, 7, 4172
3, 3, 7, 4974
3, 3, 7, 5452
3, 3, 7, 5226
3, 3, 6, 5225
3, 3, 6, 5620
3, 3, 7, 4924
3, 3, 7, 4796
3, 3, 7, 6872
3, 3, 7, 6122
3, 3, 7, 3185
3, 3, 6, 5951
3, 3, 7, 4701
3, 3, 7, 4495
3, 3, 7, 4791
3, 3, 7, 9749
3, 3, 7, 5106
3, 3, 7, 5137
3, 3, 7, 4663
3, 3, 6, 4530
3, 3, 7, 6233
3, 3, 7, 4431
3, 3, 7, 4988
3, 3, 7, 4851
3, 3, 7, 4304
3, 3, 7, 5391
3, 3, 7, 3811
3, 3, 7, 9164
3, 3, 7, 4976
3, 3, 7, 4591
3, 3, 7, 4293
3, 3, 7, 4768
3, 3, 7, 6337
3, 3, 6, 5951
3, 3, 7, 4761
3, 3, 7, 4570
3, 3, 7, 5367
3, 3, 7, 5365
3, 3, 7, 5288
3, 3, 7, 5228
3, 3, 6, 4906
3, 3, 7, 4752
3, 3, 7, 4810
3, 3, 7, 5723
3, 3, 7, 4360
3, 3, 6, 5790
3, 3, 7, 4634
3, 3, 7, 4610
3, 3, 6, 5620
3, 3, 7, 4675
3, 3, 7, 4401
3, 3, 7, 4585
3, 3, 7, 4842
3, 3, 7, 5700
3, 3, 7, 4235
3, 3, 7, 4669
3, 3, 7, 5826
3, 3, 6, 6154
3, 3, 7, 4990
3, 3, 6, 5281
4, 1, 10, 6287
4, 1, 10, 6240
4, 1, 10, 6392
4, 1, 8, 6328
4, 1, 10, 6178
4, 1, 12, 5159
4, 1, 11, 5540
4, 1, 10, 5743
4, 1, 11, 5370
4, 1, 9, 6673
4, 1, 10, 6084
4, 1, 11, 5176
4, 1, 10, 5948
4, 1, 13, 4723
4, 1, 13, 4801
4, 1, 8, 6544
4, 1, 9, 5944
4, 1, 9, 6122
4, 1, 10, 5613
4, 1, 9, 6117
4, 1, 9, 6023
4, 1, 10, 5799
4, 1, 10, 5927
4, 1, 10, 5674
4, 1, 11, 5747
4, 1, 11, 5155
4, 1, 9, 6344
4, 1, 11, 5309
4, 1, 10, 5603
4, 1, 10, 5785
4, 1, 11, 5551
4, 1, 9, 10613
4, 1, 10, 5702
4, 1, 11, 5422
4, 1, 9, 6216
4, 1, 10, 5738
4, 1, 8, 6254
4, 1, 11, 5134
4, 1, 9, 6188
4, 1, 8, 6440
4, 1, 9, 6417
4, 1, 10, 10506
4, 1, 9, 5992
4, 1, 10, 5434
4, 1, 9, 6176
4, 1, 10, 5452
4, 1, 10, 5903
4, 1, 11, 5400
4, 1, 11, 5408
4, 1, 11, 5176
4, 1, 10, 5672
4, 1, 9, 9669
4, 1, 9, 6181
4, 1, 8, 6492
4, 1, 11, 5099
4, 1, 9, 5992
4, 1, 11, 5610
4, 1, 8, 6589
4, 1, 8, 6452
4, 1, 11, 5490
4, 1, 10, 5787
4, 1, 10, 11009
4, 1, 11, 5364
4, 1, 10, 16878
4, 1, 8, 6388
4, 1, 9, 6064
4, 1, 11, 5356
4, 1, 12, 4943
4, 1, 10, 6112
4, 1, 10, 5525
4, 1, 8, 6306
4, 1, 9, 6042
4, 1, 9, 6174
4, 1, 8, 6658
4, 1, 10, 5612
4, 1, 12, 5025
4, 1, 11, 5459
4, 1, 10, 5759
4, 1, 11, 5552
4, 1, 11, 5231
4, 1, 11, 5345
4, 1, 11, 5504
4, 1, 10, 5577
4, 1, 11, 5457
4, 1, 10, 5651
4, 1, 12, 5132
4, 1, 9, 5865
4, 1, 10, 5768
4, 1, 8, 6552
4, 1, 9, 6139
4, 1, 8, 15770
4, 1, 9, 5846
4, 1, 13, 4619
4, 1, 8, 6538
4, 1, 11, 5488
4, 1, 11, 8565
4, 1, 10, 5646
4, 1, 10, 5783
4, 1, 10, 5725
4, 1, 9, 6523
4, 2, 15, 12933
4, 2, 13, 9844
4, 2, 11, 15372
4, 2, 13, 14747
4, 2, 15, 8909
4, 2, 14, 9837
4, 2, 13, 17217
4, 2, 12, 13761
4, 2, 14, 9025
4, 2, 14, 21045
4, 2, 14, 17083
4, 2, 12, 15502
4, 2, 14, 17779
4, 2, 13, 14931
4, 2, 13, 11256
4, 2, 13, 23333
4, 2, 14, 10985
4, 2, 13, 11901
4, 2, 13, 13779
4, 2, 15, 14096
4, 2, 14, 10249
4, 2, 12, 14936
4, 2, 13, 11955
4, 2, 12, 16515
4, 2, 13, 15366
4, 2, 13, 12386
4, 2, 13, 14966
4, 2, 14, 20741
4, 2, 12, 10532
4, 2, 13, 13709
4, 2, 14, 18628
4, 2, 12, 12032
4, 2, 13, 10374
4, 2, 13, 11527
4, 2, 15, 10124
4, 2, 15, 12744
4, 2, 15, 10850
4, 2, 13, 17438
4, 2, 12, 12287
4, 2, 14, 13631
4, 2, 14, 11961
4, 2, 15, 7433
4, 2, 11, 17810
4, 2, 15, 7200
4, 2, 13, 9486
4, 2, 14, 17382
4, 2, 14, 14084
4, 2, 14, 11291
4, 2, 14, 12772
4, 2, 15, 12028
4, 2, 14, 11477
4, 2, 15, 9266
4, 2, 13, 13810
4, 2, 15, 8931
4, 2, 13, 11020
4, 2, 13, 10351
4, 2, 13, 10887
4, 2, 14, 17114
4, 2, 14, 11850
4, 2, 13, 15626
4, 2, 13, 16010
4, 2, 14, 9728
4, 2, 13, 12711
4, 2, 13, 11819
4, 2, 11, 14793
4, 2, 13, 14116
4, 2, 15, 10548
4, 2, 14, 9397
4, 2, 14, 10707
4, 2, 14, 12188
4, 2, 13, 13275
4, 2, 14, 11268
4, 2, 14, 8909
4, 2, 14, 13223
4, 2, 13, 12022
4, 2, 14, 17858
4, 2, 13, 11341
4, 2, 14, 12817
4, 2, 12, 13294
4, 2, 12, 11379
4, 2, 14, 12336
4, 2, 13, 15567
4, 2, 14, 13406
4, 2, 12, 15494
4, 2, 11, 12832
4, 2, 13, 12916
4, 2, 13, 13078
4, 2, 14, 9819
4, 2, 15, 9140
4, 2, 13, 10982
4, 2, 14, 18226
4, 2, 13, 19652
4, 2, 15, 12812
4, 2, 14, 12666
4, 2, 13, 11223
4, 2, 14, 14634
4, 2, 13, 30697
4, 2, 13, 6682
4, 2, 13, 12320
4, 2, 15, 8539
4, 3, 15, 17574
4, 3, 15, 14476
4, 3, 14, 21359
4, 3, 14, 17152
4, 3, 15, 15947
4, 3, 15, 16332
4, 3, 15, 20246
4, 3, 15, 18860
4, 3, 14, 20859
4, 3, 11, 26892
4, 3, 15, 12888
4, 3, 14, 26703
4, 3, 13, 20618
4, 3, 15, 15390
4, 3, 15, 14317
4, 3, 13, 20581
4, 3, 13, 21456
4, 3, 15, 14706
4, 3, 14, 19204
4, 3, 15, 17359
4, 3, 15, 15946
4, 3, 14, 16951
4, 3, 14, 14263
4, 3, 15, 24611
4, 3, 14, 18885
4, 3, 13, 27299
4, 3, 15, 18741
4, 3, 15, 13777
4, 3, 15, 17760
4, 3, 15, 14270
4, 3, 15, 16058
4, 3, 15, 13423
4, 3, 14, 21564
4, 3, 14, 54997
4, 3, 14, 32012
4, 3, 14, 9706
4, 3, 15, 8014
4, 3, 14, 10312
4, 3, 15, 7278
4, 3, 15, 15904
4, 3, 15, 8271
4, 3, 15, 7812
4, 3, 15, 7950
4, 3, 14, 10208
4, 3, 15, 8773
4, 3, 14, 10453
4, 3, 14, 9651
4, 3, 14, 11467
4, 3, 15, 9289
4, 3, 13, 9004
4, 3, 15, 8916
4, 3, 14, 9557
4, 3, 14, 10679
4, 3, 14, 11277
4, 3, 15, 7336
4, 3, 14, 10601
4, 3, 15, 6058
4, 3, 14, 9489
4, 3, 13, 10906
4, 3, 14, 9146
4, 3, 15, 9796
4, 3, 15, 7970
4, 3, 15, 9004
4, 3, 14, 10583
4, 3, 14, 9465
4, 3, 15, 7877
4, 3, 15, 6875
4, 3, 14, 8927
4, 3, 15, 9389
4, 3, 14, 9366
4, 3, 14, 8551
4, 3, 13, 10478
4, 3, 14, 8453
4, 3, 15, 9023
4, 3, 14, 9835
4, 3, 15, 8939
4, 3, 15, 7924
4, 3, 14, 9955
4, 3, 14, 9883
4, 3, 15, 6395
4, 3, 14, 11097
4, 3, 14, 7999
4, 3, 15, 10317
4, 3, 15, 7447
4, 3, 14, 10178
4, 3, 15, 7870
4, 3, 15, 8053
4, 3, 14, 11861
4, 3, 14, 9636
4, 3, 15, 9085
4, 3, 15, 9049
4, 3, 15, 6897
4, 3, 14, 7720
4, 3, 15, 7159
4, 3, 14, 7739
4, 3, 14, 9538
4, 3, 14, 21124
4, 3, 13, 11445
4, 3, 14, 11163
4, 3, 15, 7745
4, 4, 15, 10942
4, 4, 15, 9125
4, 4, 15, 10536
4, 4, 15, 9812
4, 4, 15, 12154
4, 4, 15, 9389
4, 4, 15, 9612
4, 4, 15, 10475
4, 4, 14, 10665
4, 4, 15, 10914
4, 4, 15, 12236
4, 4, 15, 9149
4, 4, 15, 10260
4, 4, 15, 9856
4, 4, 15, 9586
4, 4, 15, 8877
4, 4, 15, 10841
4, 4, 15, 9453
4, 4, 15, 10396
4, 4, 15, 12780
4, 4, 15, 9232
4, 4, 15, 8671
4, 4, 15, 11155
4, 4, 15, 9649
4, 4, 15, 9766
4, 4, 15, 12958
4, 4, 15, 11500
4, 4, 15, 10592
4, 4, 15, 8618
4, 4, 15, 10309
4, 4, 14, 10110
4, 4, 15, 9758
4, 4, 14, 10641
4, 4, 14, 11684
4, 4, 15, 11005
4, 4, 15, 9533
4, 4, 15, 8847
4, 4, 15, 8685
4, 4, 15, 10422
4, 4, 15, 11037
4, 4, 15, 8611
4, 4, 15, 8942
4, 4, 14, 11903
4, 4, 15, 8327
4, 4, 15, 11140
4, 4, 15, 9551
4, 4, 15, 10768
4, 4, 15, 11248
4, 4, 15, 8796
4, 4, 15, 11077
4, 4, 15, 9747
4, 4, 15, 13500
4, 4, 15, 11131
4, 4, 15, 12418
4, 4, 15, 11178
4, 4, 14, 12167
4, 4, 15, 11240
4, 4, 15, 9455
4, 4, 15, 8511
4, 4, 15, 9980
4, 4, 15, 10898
4, 4, 15, 11440
4, 4, 15, 9783
4, 4, 15, 9662
4, 4, 15, 9446
4, 4, 15, 10366
4, 4, 15, 9793
4, 4, 15, 11353
4, 4, 15, 9712
4, 4, 15, 11093
4, 4, 15, 10924
4, 4, 15, 21020
4, 4, 14, 9950
4, 4, 15, 8614
4, 4, 15, 9323
4, 4, 15, 9135
4, 4, 15, 8486
4, 4, 15, 7569
4, 4, 15, 8806
4, 4, 15, 10154
4, 4, 15, 11415
4, 4, 15, 9439
4, 4, 15, 9700
4, 4, 15, 12108
4, 4, 15, 10407
4, 4, 15, 7829
4, 4, 15, 10471
4, 4, 15, 9541
4, 4, 15, 8832
4, 4, 15, 9307
4, 4, 15, 9761
4, 4, 15, 8102
4, 4, 15, 9182
4, 4, 15, 9627
4, 4, 14, 11058
4, 4, 15, 8000
4, 4, 15, 11314
4, 4, 15, 9067
4, 4, 15, 8889
4, 4, 14, 10211
5, 1, 22, 12352
5, 1, 19, 8980
5, 1, 20, 11777
5, 1, 20, 8856
5, 1, 16, 9940
5, 1, 19, 9280
5, 1, 20, 10368
5, 1, 19, 8763
5, 1, 22, 8165
5, 1, 21, 8322
5, 1, 18, 11806
5, 1, 18, 9546
5, 1, 19, 9487
5, 1, 20, 8945
5, 1, 22, 9548
5, 1, 19, 9046
5, 1, 19, 10224
5, 1, 20, 8527
5, 1, 23, 10159
5, 1, 22, 7993
5, 1, 20, 8864
5, 1, 21, 8307
5, 1, 22, 9534
5, 1, 19, 9106
5, 1, 21, 8387
5, 1, 21, 8146
5, 1, 21, 28571
5, 1, 21, 9021
5, 1, 20, 9300
5, 1, 20, 9578
5, 1, 17, 11697
5, 1, 22, 8880
5, 1, 20, 11753
5, 1, 21, 8910
5, 1, 20, 12032
5, 1, 21, 9059
5, 1, 18, 10011
5, 1, 19, 9898
5, 1, 21, 9899
5, 1, 20, 9124
5, 1, 23, 7810
5, 1, 17, 9709
5, 1, 19, 11643
5, 1, 20, 8555
5, 1, 19, 9018
5, 1, 19, 9023
5, 1, 21, 15089
5, 1, 21, 8517
5, 1, 22, 9152
5, 1, 21, 8387
5, 1, 22, 11488
5, 1, 20, 8587
5, 1, 21, 8357
5, 1, 19, 9045
5, 1, 23, 9647
5, 1, 20, 8491
5, 1, 22, 8064
5, 1, 21, 8334
5, 1, 21, 10922
5, 1, 19, 8854
5, 1, 17, 9735
5, 1, 20, 8856
5, 1, 22, 9453
5, 1, 19, 8942
5, 1, 18, 11638
5, 1, 16, 9917
5, 1, 22, 10453
5, 1, 20, 8551
5, 1, 21, 8686
5, 1, 21, 8157
5, 1, 21, 9866
5, 1, 23, 20073
5, 1, 19, 11907
5, 1, 16, 22546
5, 1, 22, 11239
5, 1, 19, 10803
5, 1, 20, 9554
5, 1, 20, 8856
5, 1, 19, 12496
5, 1, 18, 9341
5, 1, 20, 9589
5, 1, 21, 8181
5, 1, 21, 10596
5, 1, 20, 8593
5, 1, 19, 9012
5, 1, 22, 8305
5, 1, 17, 11075
5, 1, 22, 7710
5, 1, 22, 7979
5, 1, 21, 8254
5, 1, 19, 11254
5, 1, 21, 8739
5, 1, 19, 9037
5, 1, 19, 8676
5, 1, 19, 10690
5, 1, 22, 7870
5, 1, 20, 12158
5, 1, 20, 8968
5, 1, 20, 11243
5, 1, 19, 9382
5, 2, 27, 26681
5, 2, 23, 30194
5, 2, 26, 29033
5, 2, 25, 26121
5, 2, 29, 31810
5, 2, 25, 39299
5, 2, 27, 23398
5, 2, 27, 21844
5, 2, 27, 17541
5, 2, 27, 21112
5, 2, 28, 21755
5, 2, 25, 28897
5, 2, 26, 35718
5, 2, 27, 27552
5, 2, 28, 25846
5, 2, 29, 25876
5, 2, 26, 27574
5, 2, 26, 25019
5, 2, 26, 28157
5, 2, 27, 24224
5, 2, 27, 21541
5, 2, 26, 30708
5, 2, 28, 20965
5, 2, 27, 24151
5, 2, 29, 17558
5, 2, 25, 27001
5, 2, 27, 26888
5, 2, 25, 29446
5, 2, 29, 19719
5, 2, 27, 22820
5, 2, 26, 24752
5, 2, 25, 23378
5, 2, 25, 21186
5, 2, 27, 20437
5, 2, 27, 17859
5, 2, 27, 28962
5, 2, 25, 20624
5, 2, 29, 23477
5, 2, 26, 26631
5, 2, 25, 26167
5, 2, 25, 27238
5, 2, 24, 22636
5, 2, 26, 33167
5, 2, 27, 25410
5, 2, 26, 32100
5, 2, 26, 28172
5, 2, 29, 19153
5, 2, 25, 26431
5, 2, 28, 20597
5, 2, 27, 22485
5, 2, 28, 22304
5, 2, 27, 18854
5, 2, 27, 17350
5, 2, 29, 20309
5, 2, 26, 32725
5, 2, 26, 31411
5, 2, 27, 20149
5, 2, 27, 22208
5, 2, 27, 33910
5, 2, 28, 16359
5, 2, 24, 28557
5, 2, 27, 21079
5, 2, 26, 29970
5, 2, 29, 13554
5, 2, 27, 25673
5, 2, 27, 40672
5, 2, 28, 19508
5, 2, 25, 28883
5, 2, 24, 25778
5, 2, 25, 30725
5, 2, 26, 23373
5, 2, 24, 26649
5, 2, 27, 20542
5, 2, 26, 26759
5, 2, 26, 30277
5, 2, 28, 18285
5, 2, 27, 27818
5, 2, 25, 22648
5, 2, 31, 18211
5, 2, 28, 21413
5, 2, 25, 19062
5, 2, 24, 26429
5, 2, 26, 19849
5, 2, 25, 31287
5, 2, 24, 35049
5, 2, 26, 26525
5, 2, 29, 22133
5, 2, 29, 21518
5, 2, 25, 26061
5, 2, 26, 26168
5, 2, 25, 25787
5, 2, 27, 29654
5, 2, 22, 29654
5, 2, 26, 34963
5, 2, 26, 19256
5, 2, 27, 18174
5, 2, 26, 21789
5, 2, 26, 24460
5, 2, 25, 25739
5, 2, 24, 22377
5, 3, 30, 50137
5, 3, 27, 53406
5, 3, 29, 48093
5, 3, 30, 33447
5, 3, 30, 33174
5, 3, 28, 49238
5, 3, 28, 48623
5, 3, 29, 40485
5, 3, 31, 31242
5, 3, 30, 42663
5, 3, 30, 53951
5, 3, 30, 48699
5, 3, 29, 35620
5, 3, 30, 29008
5, 3, 30, 47592
5, 3, 31, 31913
5, 3, 30, 33312
5, 3, 30, 29465
5, 3, 30, 64756
5, 3, 31, 37924
5, 3, 29, 54079
5, 3, 31, 35087
5, 3, 30, 50025
5, 3, 29, 43165
5, 3, 29, 50341
5, 3, 29, 41571
5, 3, 29, 37502
5, 3, 30, 52173
5, 3, 31, 31233
5, 3, 31, 31288
5, 3, 29, 48508
5, 3, 31, 28517
5, 3, 30, 43408
5, 3, 31, 42155
5, 3, 31, 28673
5, 3, 30, 34843
5, 3, 29, 49812
5, 3, 28, 41531
5, 3, 30, 49576
5, 3, 28, 52632
5, 3, 31, 22749
5, 3, 30, 32596
5, 3, 30, 59939
5, 3, 31, 31944
5, 3, 29, 44253
5, 3, 28, 46903
5, 3, 31, 47184
5, 3, 29, 40721
5, 3, 30, 34161
5, 3, 28, 48486
5, 3, 29, 41092
5, 3, 29, 37283
5, 3, 29, 53598
5, 3, 29, 50068
5, 3, 30, 40534
5, 3, 29, 43118
5, 3, 30, 49522
5, 3, 28, 54013
5, 3, 30, 41105
5, 3, 30, 36567
5, 3, 30, 45678
5, 3, 31, 32940
5, 3, 31, 38380
5, 3, 30, 38955
5, 3, 30, 50134
5, 3, 29, 43125
5, 3, 28, 52708
5, 3, 30, 35565
5, 3, 30, 37597
5, 3, 30, 32127
5, 3, 30, 42732
5, 3, 29, 44165
5, 3, 29, 48056
5, 3, 29, 32823
5, 3, 27, 76513
5, 3, 29, 48086
5, 3, 31, 39749
5, 3, 29, 39477
5, 3, 29, 39802
5, 3, 30, 29165
5, 3, 29, 43903
5, 3, 31, 39552
5, 3, 31, 32112
5, 3, 29, 52854
5, 3, 31, 40034
5, 3, 30, 39156
5, 3, 30, 47393
5, 3, 29, 43790
5, 3, 31, 43165
5, 3, 31, 38057
5, 3, 30, 40578
5, 3, 31, 42378
5, 3, 30, 36052
5, 3, 30, 36918
5, 3, 30, 45342
5, 3, 30, 31116
5, 3, 29, 45505
5, 3, 29, 52304
5, 3, 29, 40260
5, 3, 30, 29775
5, 4, 30, 66865
5, 4, 31, 49150
5, 4, 30, 44308
5, 4, 31, 42697
5, 4, 31, 37168
5, 4, 31, 53400
5, 4, 31, 43690
5, 4, 30, 48789
5, 4, 31, 34391
5, 4, 30, 46397
5, 4, 31, 45261
5, 4, 31, 40464
5, 4, 31, 42869
5, 4, 29, 59858
5, 4, 30, 37841
5, 4, 30, 50120
5, 4, 31, 32555
5, 4, 31, 46724
5, 4, 30, 48183
5, 4, 31, 53669
5, 4, 31, 43795
5, 4, 30, 45627
5, 4, 30, 48450
5, 4, 30, 46198
5, 4, 31, 40894
5, 4, 30, 44946
5, 4, 31, 37482
5, 4, 31, 40194
5, 4, 30, 51442
5, 4, 31, 37658
5, 4, 30, 49908
5, 4, 30, 45868
5, 4, 31, 39792
5, 4, 30, 51843
5, 4, 30, 51897
5, 4, 30, 52576
5, 4, 30, 44307
5, 4, 31, 38951
5, 4, 31, 42433
5, 4, 30, 47817
5, 4, 31, 49313
5, 4, 31, 43984
5, 4, 30, 49174
5, 4, 31, 40542
5, 4, 29, 62458
5, 4, 31, 61788
5, 4, 31, 55743
5, 4, 31, 50391
5, 4, 31, 52738
5, 4, 30, 45283
5, 4, 30, 52137
5, 4, 31, 42636
5, 4, 31, 46823
5, 4, 31, 55821
5, 4, 31, 39112
5, 4, 30, 51224
5, 4, 31, 43805
5, 4, 30, 48946
5, 4, 31, 43218
5, 4, 31, 54277
5, 4, 30, 49726
5, 4, 31, 35170
5, 4, 29, 54035
5, 4, 30, 42899
5, 4, 31, 41378
5, 4, 29, 56446
5, 4, 31, 59818
5, 4, 31, 57783
5, 4, 31, 39743
5, 4, 30, 41576
5, 4, 31, 51024
5, 4, 31, 42874
5, 4, 31, 37620
5, 4, 30, 51306
5, 4, 29, 56044
5, 4, 31, 56851
5, 4, 31, 45590
5, 4, 31, 50704
5, 4, 31, 37797
5, 4, 31, 40471
5, 4, 31, 52066
5, 4, 31, 47631
5, 4, 31, 42587
5, 4, 30, 58721
5, 4, 31, 38143
5, 4, 31, 39463
5, 4, 31, 42059
5, 4, 30, 51032
5, 4, 31, 47293
5, 4, 31, 38261
5, 4, 30, 54609
5, 4, 31, 46614
5, 4, 31, 42241
5, 4, 31, 44379
5, 4, 30, 53830
5, 4, 31, 34419
5, 4, 30, 51343
5, 4, 31, 40383
5, 4, 31, 46910
5, 4, 30, 43039
5, 5, 30, 66839
5, 5, 31, 44673
5, 5, 31, 47554
5, 5, 31, 61638
5, 5, 31, 49150
5, 5, 31, 51653
5, 5, 30, 46031
5, 5, 30, 71112
5, 5, 31, 45540
5, 5, 31, 60894
5, 5, 31, 53787
5, 5, 31, 40706
5, 5, 31, 40879
5, 5, 31, 76068
5, 5, 31, 42490
5, 5, 31, 44969
5, 5, 31, 46772
5, 5, 31, 40685
5, 5, 31, 48512
5, 5, 31, 47276
5, 5, 31, 47983
5, 5, 31, 42652
5, 5, 31, 53831
5, 5, 31, 45545
5, 5, 31, 46070
5, 5, 31, 47510
5, 5, 31, 49036
5, 5, 30, 48297
5, 5, 31, 53348
5, 5, 31, 51362
5, 5, 31, 48149
5, 5, 31, 41304
5, 5, 31, 50399
5, 5, 30, 50034
5, 5, 30, 50606
5, 5, 30, 57450
5, 5, 31, 42624
5, 5, 31, 44870
5, 5, 30, 57567
5, 5, 30, 54361
5, 5, 31, 43075
5, 5, 31, 48169
5, 5, 31, 52842
5, 5, 31, 49542
5, 5, 31, 46651
5, 5, 31, 48934
5, 5, 31, 47231
5, 5, 31, 35711
5, 5, 31, 46717
5, 5, 31, 47306
5, 5, 31, 39976
5, 5, 31, 42642
5, 5, 31, 51456
5, 5, 31, 40879
5, 5, 31, 49547
5, 5, 31, 40732
5, 5, 31, 45221
5, 5, 31, 36990
5, 5, 31, 50181
5, 5, 30, 52497
5, 5, 30, 47723
5, 5, 31, 48024
5, 5, 31, 52974
5, 5, 31, 52163
5, 5, 31, 41327
